,0,1
275,"35.69120045,139.70396825",新宿追分
276,"35.70715214,139.69444037",新宿消防署
277,"35.71129880,139.68986817",上落合一
278,"35.71001282,139.68437380",落合
279,"35.69125819,139.70518688",新宿伊勢丹
280,"35.69264524,139.70506903",新宿五
281,"35.70117861,139.71735278",戸山町
282,"35.70125401,139.70347163",新大久保二
283,"35.70147577,139.70000874",新大久保駅
284,"35.69796762,139.69745556",南通り
285,"35.70187727,139.69526011",大久保駅
286,"35.67691467,139.72115601",権田原
287,"35.67889856,139.74006657",千代田保健所麹町庁舎
288,"35.67955776,139.73842822",平河町二
289,"35.68393991,139.73816383",麹町四
290,"35.68412275,139.74037795",麹町二
291,"35.68391394,139.74368189",半蔵門
292,"35.68180036,139.74462792",三宅坂
293,"35.68794235,139.72026885",四谷三
294,"35.68645439,139.73670809",番町
295,"35.68438219,139.72004953",左門町
296,"35.70232820,139.72664359",牛込弁天町
297,"35.70869823,139.73682280",石切橋
298,"35.69921769,139.72970103",山伏町
299,"35.70012635,139.72079722",若松町
300,"35.69823865,139.71574372",余丁町
301,"35.70943306,139.71622290",西早稲田
302,"35.69116318,139.71680682",市ヶ谷富久町
303,"35.69234515,139.72140633",曙橋
304,"35.69296870,139.74255706",九段三
305,"35.69767960,139.73417171",納戸町
306,"35.70331362,139.72166095",喜久井町
307,"35.70912630,139.72312800",早大正門
308,"35.70126257,139.71499942",国立国際医療センター
309,"35.69927167,139.71845696",河田町
310,"35.69938582,139.72628413",牛込柳町
311,"35.70384438,139.74426410",飯田橋
312,"35.70663662,139.71867362",馬場下町
313,"35.70971554,139.72709939",鶴巻町
314,"35.71012712,139.72541592",関口一
315,"35.71006987,139.73173115",江戸川橋
316,"35.71055153,139.74639226",伝通院
317,"35.70966283,139.69392094",小滝橋
318,"35.71099108,139.68735546",落合
319,"35.67795748,139.74148573",永田町
320,"35.67795190,139.74557917",国会議事堂前
321,"35.68389145,139.71596704",内藤町大京町
322,"35.68752177,139.71599593",四谷四
323,"35.70148742,139.68527862",東中野一
324,"35.69113368,139.68752598",十二社池の下
325,"35.68995782,139.68478836",西新宿五
326,"35.68652184,139.68459812",関東国際高
327,"35.68320580,139.68433368",幡ヶ谷不動尊
328,"35.67969657,139.68885386",初台坂上
329,"35.67670140,139.68783004",南初台
330,"35.67196435,139.68781875",八幡下
331,"35.70168435,139.69025321",北新宿
332,"35.69453615,139.69240035",東京医大病院
333,"35.68836425,139.69008833",中央公園
334,"35.68431594,139.69083994",西参道
335,"35.68650616,139.69003571",パークハイアット東京前
336,"35.68194971,139.68870420",東京オペラシティ南
337,"35.71130254,139.69639310",高田馬場四
338,"35.69017142,139.69646909",新宿郵便局
339,"35.68784273,139.69702269",角筈二
340,"35.67594293,139.69264900",代々木五
341,"35.69237859,139.70110717",新宿駅東口
342,"35.69365360,139.70107623",歌舞伎町
343,"35.68930959,139.70385270",新宿四
344,"35.70876380,139.70598558",新宿スポーツセンター入口
345,"35.70865779,139.72111916",早大正門
346,"35.69771689,139.71294293",抜弁天
347,"35.69118470,139.71357537",花園町
348,"35.68865501,139.71016252",新宿二
349,"35.68116486,139.71385390",四谷第六小入口
350,"35.70785090,139.74360111",大曲
351,"35.69368261,139.74459110",九段上
352,"35.69205651,139.73940065",一口坂
353,"35.67818970,139.71216938",千駄ヶ谷八幡
354,"35.70458674,139.72697323",牛込保健センター
355,"35.68435752,139.73408404",麹町五
356,"35.70818606,139.74007418",東五軒町
357,"35.70426317,139.70867225",新宿コズミックセンター
358,"35.70782758,139.70907835",学習院女子大学
359,"35.69424657,139.73771322",市谷田町
360,"35.69622615,139.72524983",薬王寺町
361,"35.69456428,139.72469087",市谷仲之町交差点
362,"35.69169475,139.69926274",新宿西口
363,"35.69145341,139.71108488",厚生年金会館
364,"35.67981600,139.71959709",信濃町駅南口
365,"35.68531051,139.68786019",西新宿小
366,"35.68043466,139.68675103",初台駅
367,"35.67034388,139.72367649",青山福祉会館入口
368,"35.67475705,139.72245045",北青山一丁目アパート
369,"35.69601184,139.68767302",成子坂下
370,"35.68359102,139.68711485",東京オペラシティ
371,"35.70966283,139.69392094",小滝橋車庫
372,"35.68073998,139.71133800",千駄ヶ谷駅
373,"35.68189491,139.71950617",信濃町駅
374,"35.67281311,139.72408583",青山一丁目駅
375,"35.68666835,139.72982132",四谷駅
376,"35.69989636,139.73301609",牛込北町
377,"35.70188470,139.74565306",飯田橋駅
378,"35.69105168,139.73596378",市ヶ谷駅
379,"35.69770726,139.71002682",区民健康センター
380,"35.69789673,139.70759646",東新宿駅
381,"35.69466600,139.69872382",新宿広小路
382,"35.70639814,139.72026505",馬場下町
383,"35.70581060,139.68595060",東中野一
384,"35.70679055,139.68627974",東中野駅東口
385,"35.70861489,139.68695728",東中野本通り
386,"35.71033517,139.70380474",高田馬場駅通り
387,"35.70893284,139.69945934",高田馬場四
388,"35.70794781,139.69782192",戸山団地中央
389,"35.70653565,139.69638595",百人町郵便局前
390,"35.70471044,139.69630553",百人町公務員宿舎
391,"35.70434734,139.69859607",社会保険中央病院
392,"35.69514269,139.70684380",日清食品
393,"35.69022616,139.72443553",三栄町
394,"35.68768411,139.72408886",四谷二
395,"35.68625635,139.72808538",四谷一
396,"35.70127829,139.73692862",牛込神楽坂駅
397,"35.70295952,139.74245720",厚生年金病院
398,"35.70945709,139.68778554",東中野地域センター
399,"35.70602358,139.70003252",タワーホームズ
400,"35.70729509,139.70009185",西戸山公園野球場
401,"35.68212359,139.68517666",オペラ通り
402,"35.68464358,139.68607027",西新宿四
403,"35.67095837,139.72653219",赤坂八
404,"35.67199012,139.72540461",南青山一丁目
405,"35.67343018,139.72590893",赤坂郵便局
406,"35.67536926,139.73190720",赤坂地区総合支所
407,"35.67639470,139.73370763",豊川稲荷
408,"35.67198523,139.73620161",赤坂駅
409,"35.67048331,139.73444525",赤坂五交番
410,"35.67444705,139.68531254",代々木中学校入口
411,"35.68475490,139.74160802",麹町出張所入口
412,"35.67745550,139.73710369",赤坂見附駅
413,"35.67419940,139.72829920",高橋是清翁記念公園
414,"35.70078974,139.70903537",都営戸山ハイツ
415,"35.69219611,139.69593467",新宿センタービル新宿野村ビル
416,"35.68449306,139.70391182",千駄ヶ谷五
417,"35.67337795,139.73898352",山王下
418,"35.69109876,139.69805215",中央通り
419,"35.70660123,139.70889240",都立障害者センター
420,"35.70093301,139.70809259",大久保通り
421,"35.68607696,139.69385467",新宿ワシントンホテル新館
422,"35.68109280,139.68594329",新国立劇場
423,"35.68559919,139.73136567",四谷駅前
424,"35.71177833,139.62923189",本天沼二
425,"35.71457018,139.63307838",阿佐谷営業所
426,"35.71267811,139.63930663",東原
427,"35.71178899,139.64246438",お伊勢の森
428,"35.71855879,139.62666470",銀杏稲荷
429,"35.71994089,139.63645397",白鷺二
430,"35.73209852,139.64756060",南蔵院
431,"35.71406968,139.63488218",阿佐谷北六
432,"35.71658625,139.62700436",下井草一
433,"35.71528822,139.63068140",大鳥前
434,"35.71664251,139.63609975",白鷺一
435,"35.71759747,139.62365832",日向橋
436,"35.72008355,139.62595079",下井草二
437,"35.72646031,139.63871991",鷺の宮四
438,"35.72875486,139.63943496",中村南三
439,"35.73223514,139.63929160",中村三
440,"35.73305677,139.62657284",富士見台一
441,"35.73444591,139.64083321",中村公園
442,"35.73842118,139.64279773",向山町
443,"35.74817335,139.64485243",春日野
444,"35.74228346,139.64919267",豊島園
445,"35.73363781,139.63894228",中村北三
446,"35.73672601,139.64339622",中村北二
447,"35.73496568,139.64753641",中村北一
448,"35.73851252,139.64976549",練馬一
449,"35.74669072,139.62957549",高松二
450,"35.74816977,139.62622183",高松三
451,"35.72962412,139.65670027",豊玉中
452,"35.71228259,139.65389148",野方二
453,"35.71205177,139.66013295",野方一
454,"35.71422846,139.65933809",宮坂酒造
455,"35.71835391,139.65748101",野方三
456,"35.73095070,139.67441645",江原町一
457,"35.72778479,139.68235208",東長崎駅通り
458,"35.72393361,139.66928667",丸山営業所
459,"35.72387374,139.66681270",江古田二
460,"35.72717526,139.66249081",浄風園前
461,"35.71556970,139.66503653",新井四
462,"35.72675379,139.67033014",東橋
463,"35.72681516,139.67197433",江古田住宅
464,"35.72312161,139.67341350",哲学堂下
465,"35.72498785,139.67557518",水道タンク前
466,"35.72112900,139.67171071",下田橋
467,"35.72044927,139.67552236",哲学堂公園入口
468,"35.71463334,139.67012053",新井薬師口
469,"35.71203979,139.66915711",新井薬師前
470,"35.71424758,139.66628308",北野神社
471,"35.72768383,139.66366947",下徳田橋
472,"35.72319202,139.67940456",西落合一
473,"35.72954487,139.67750940",江原町中野通り
474,"35.72750854,139.67673337",芳花園住宅
475,"35.72620899,139.68206095",南長崎五
476,"35.73168986,139.66942828",江原町二
477,"35.73227582,139.65460435",豊玉中三
478,"35.73262510,139.65916533",豊玉中町
479,"35.72272751,139.68392512",落合南長崎駅
480,"35.73454353,139.66385420",豊玉北二
481,"35.74137669,139.66917135",羽沢
482,"35.74592106,139.67540948",武蔵野病院
483,"35.73327146,139.68074275",長崎六
484,"35.73586188,139.65517563",下新街
485,"35.73487440,139.65934349",豊玉北四
486,"35.73254444,139.67045717",新江古田駅
487,"35.74122354,139.66190862",桜台一
488,"35.73826173,139.66122880",桜台駅
489,"35.75054104,139.66390570",氷川台駅西
490,"35.75086767,139.66533744",氷川台三
491,"35.73304993,139.67642527",練馬総合病院入口
492,"35.75083564,139.68228074",上の根橋
493,"35.71660309,139.66864547",新井小
494,"35.73204415,139.65050828",豊玉小
495,"35.74392887,139.63496603",練馬中
496,"35.73472584,139.68238897",長崎第二豊寿園前
497,"35.72342201,139.67543799",哲学堂
498,"35.74391043,139.67266691",小竹町二
499,"35.73611634,139.67287859",江古田二又
500,"35.73619548,139.67262337",江古田駅
501,"35.71729998,139.67260199",上高田小
502,"35.71644574,139.67195077",新井薬師駅北口
503,"35.74884724,139.62410367",真宗会館前
504,"35.74660540,139.62526649",練馬青果市場
505,"35.72211316,139.62555874",下井草郵便局
506,"35.72354803,139.62409153",下井草駅
507,"35.73770751,139.66113643",桜台駅前
508,"35.73101559,139.65956396",豊玉中二
509,"35.72939389,139.66044259",徳田
510,"35.72387102,139.66270372",江古田四
511,"35.71947071,139.66344539",沼袋駅
512,"35.73756371,139.65423292",練馬駅北口
513,"35.73154461,139.65882696",豊玉中二
514,"35.72592381,139.65388061",中野北郵便局
515,"35.72302954,139.65866089",丸山小
516,"35.71649576,139.65804410",中野工業高
517,"35.71703815,139.65381775",野方駅南口
518,"35.71806211,139.62218036",永久橋
519,"35.73525478,139.65466098",練馬駅前通り
520,"35.72829470,139.65409864",豊玉南住宅
521,"35.72133821,139.65378304",野方駅北口
522,"35.73465536,139.63069442",富士見台駅
523,"35.71331324,139.63459810",第九小
524,"35.74098028,139.63725142",中村橋駅入口
525,"35.73619430,139.63869216",中村橋駅
526,"35.72285781,139.63805357",鷲の宮駅
527,"35.75087324,139.63982082",練馬春日町駅
528,"35.74872011,139.64241827",農協前
529,"35.74680735,139.64791837",春日町一
530,"35.71428144,139.65380167",八幡前
531,"35.73700173,139.65144849",練馬区役所入口
532,"35.73614041,139.65163130",練馬区役所
533,"35.71860359,139.65305285",野方
534,"35.73501153,139.65925092",桜台駅通り
535,"35.74501803,139.66373188",開進第三中
536,"35.73108798,139.67828376",南長崎六
537,"35.72858590,139.66152906",豊玉中一
538,"35.73714032,139.65349906",練馬駅前通り
539,"35.71164740,139.62692750",日大二高前
540,"35.73645741,139.65980584",桜台駅
541,"35.74793739,139.67822572",小茂根
542,"35.74296739,139.66289220",桜台二
543,"35.73611493,139.66402726",豊玉北
544,"35.73554647,139.63448241",中村北四
545,"35.73051070,139.63961826",八幡前
546,"35.73633633,139.64751663",変電所前
547,"35.72381403,139.67159136",江古田一
548,"35.72432367,139.67252038",蓮華寺下
549,"35.71424758,139.66628308",北野神社前
550,"35.71209780,139.63131860",本天沼一
551,"35.75220019,139.67727005",小茂根五
552,"35.75147838,139.68008192",小茂根中央
553,"35.73756371,139.65423292",練馬駅
554,"35.75215297,139.67862961",小茂根三
555,"35.75241158,139.66169913",開進第一中入口
556,"35.75088892,139.64201100",練馬春日町駅東
557,"35.74935577,139.65082087",早宮小入口
558,"35.75148517,139.65360753",練馬工高入口
559,"35.72295106,139.65287018",野方消防署
560,"35.72389973,139.64898797",鷺宮一
561,"35.72431338,139.64677235",鷺宮二
562,"35.72497185,139.64429706",都立家政入口
563,"35.72572031,139.64184010",鷺宮三
564,"35.72618628,139.63944681",鷲ノ宮駅入口
565,"35.72656549,139.63698273",鷺宮四
566,"35.72679336,139.63551400",武蔵丘高校入口
567,"35.72708330,139.63370228",武蔵丘高校
568,"35.72722199,139.63106299",武蔵台小学校
569,"35.72723763,139.62906310",北野中学校
570,"35.72730770,139.62655695",稔ヶ丘高校
571,"35.72740380,139.62364334",稔ヶ丘高校入口
572,"35.72929756,139.66635977",江古田の森
573,"35.72826015,139.66471964",慈生会病院
574,"35.74938154,139.64645748",春日町一西
575,"35.71819532,139.66975134",大下橋
576,"35.71591822,139.68724084",中落合
577,"35.72125562,139.69146165",中落合三
578,"35.72456958,139.68657716",南長崎三
579,"35.72190537,139.69560624",聖母病院入口
580,"35.72034917,139.71303214",千登世橋
581,"35.71628812,139.71232091",学習院下
582,"35.71263084,139.70032450",高田馬場三
583,"35.71226532,139.68550101",上落合二
584,"35.71401504,139.69231133",落合中央公園
585,"35.71148131,139.71001233",高田馬場二
586,"35.72042512,139.69456793",聖母病院
587,"35.72282780,139.68608778",南長崎三
588,"35.72191610,139.69811061",下落合四
589,"35.73932683,139.70537758",中丸町
590,"35.74821189,139.70846088",大山東町
591,"35.73724134,139.69065465",要町三
592,"35.74794379,139.69378171",大山西町
593,"35.73901452,139.71001271",池袋四
594,"35.74984530,139.69564482",大山
595,"35.73965062,139.69610223",高松二
596,"35.74297131,139.69639846",幸町
597,"35.74321817,139.70246149",中丸町坂下
598,"35.75308123,139.71580140",板橋三
599,"35.73281092,139.71557552",豊島区役所
600,"35.73845613,139.69392094",千川一
601,"35.74123773,139.70674898",熊野町
602,"35.74271856,139.69320525",水道タンク裏
603,"35.71511348,139.72440336",目白台三
604,"35.71349695,139.72631598",椿山荘
605,"35.72537242,139.71991150",東池袋四
606,"35.73155893,139.72040723",東池袋二
607,"35.72873214,139.72540094",向原
608,"35.71794176,139.73655008",大塚車庫
609,"35.72566176,139.73008750",新大塚
610,"35.71577558,139.73956076",小日向四
611,"35.71963082,139.72511002",護国寺
612,"35.72389993,139.73085539",大塚四
613,"35.72348108,139.73726384",千石三
614,"35.74121775,139.73080624",新庚申塚
615,"35.74406520,139.72799837",西巣鴨
616,"35.73870824,139.72253974",上池袋四
617,"35.73763732,139.72140980",上池袋三
618,"35.74662496,139.73145770",滝野川三
619,"35.74844513,139.73395482",滝野川二
620,"35.75258923,139.72504375",北養護学校
621,"35.74771448,139.71600990",板橋一
622,"35.75074264,139.71734743",板橋四
623,"35.71786234,139.71581146",鬼子母神
624,"35.73015942,139.72301123",東池袋三
625,"35.71681977,139.71811560",高田一
626,"35.71939644,139.73416322",大塚二
627,"35.72077641,139.74024817",湯立坂下
628,"35.74309111,139.69956379",南町住宅
629,"35.73280847,139.70277973",池袋二
630,"35.74807504,139.69188175",日大病院
631,"35.73783725,139.68589768",千早四
632,"35.73623171,139.68448183",千早高
633,"35.75165723,139.69306381",大谷口上町
634,"35.74497906,139.69007287",水道タンク前
635,"35.74355930,139.68920273",大谷口二
636,"35.74180919,139.68816322",板橋高入口
637,"35.71950285,139.68970732",中落合二
638,"35.74093663,139.69360484",千川二
639,"35.73408320,139.69495179",要小
640,"35.72240657,139.69250572",目白五
