千石撫子と忍野扇が話をしていた児童公園/15話/キャットストリート児童公園,化物語,東京都渋谷区神宮前5-29-1,35.66456,139.70334
東京都千代田区秋葉原のカツサンド/17話/万世 秋葉原本店　,孤独のグルメ,東京都千代田区神田須田町2丁目21,35.696575,139.771175
上板橋駅周辺/14話、18話,とらドラ！,東京都板橋区上板橋2-36-7,35.763404,139.676519
立川駅前北口　ファーレ立川交差点上,とある科学の超電磁砲S,東京都立川市柴崎町3丁目,35.694211,139.412457
ソフマップ 秋葉原本館,ソフマップ,東京都千代田区外神田4-1-1,35.69968,139.771722
荻窪駅南口b出口,輪る　ピンクドラム,東京都杉並区荻窪5-31 周辺,35.704298,139.616659
武蔵小金井駅の1番ホーム/オープニング,黒子のバスケ,東京都小金井市本町6丁目,35.699679,139.505677
丸の内線西新宿駅2番出口,selector infected WIXOSS,東京都新宿区,35.694298,139.692778
コミックマーケット85,コミックマーケット85,東京都江東区有明3-21-1,34.130866,133.643241
背景に映る国産牛ロースの文字/オープニング/国産牛カルビ本舗 鷺宮店,ニセコイ,東京都中野区鷺宮6丁目28−31第2武蔵台ﾊｲﾂ1f,35.726521,139.629151
新宿駅　東口広場から　三井住友銀行新宿支店ビル,selector infected WIXOSS,東京都新宿区新宿3-24-1,35.692533,139.701578
桐崎を追いかける一条/2話/明治神宮,ニセコイ,東京都渋谷区代々木神園町1−1,35.67499,139.699376
神社モデル/全話共通/根津神社,ぎんぎつね,東京都文京区根津1丁目28−9,35.720108,139.760224
カネキとヒデとニシキでたい焼きを食べながら歩く/2話/渋谷・ハチ公前のくすり屋さん吉祥寺店,東京喰種トーキョーグール,東京都武蔵野市吉祥寺本町1-1-1,35.703517,139.579537
「弱虫ペダル」×「グッドスマイル×アニメイトカフェ」が実施/アニメイトカフェ秋葉原,弱虫ペダル,東京都千代田区外神田1-7-6 AKIBAカルチャーズZONE 5F,35.699544,139.770365
白鬚橋,荒川アンダーザブリッジ,東京都荒川区南千住3-38,35.728729,139.809251
椎応大学/全話共通/中央大学正面,げんしけん,東京都八王子市東中野742-1,35.641386,139.405738
サークル棟の中庭,げんしけん,東京都八王子市東中野742-1,35.641386,139.405738
サークル棟,げんしけん,東京都八王子市東中野742-1,35.641386,139.405738
ヒルトップ’78,げんしけん,東京都八王子市東中野742-1,35.641386,139.405738
関東図書基地からの救援部隊の車列が通過した駅/全話共通/万願寺駅,図書館戦争,東京都日野市万願寺,35.67341,139.419916
新宿駅の北側（西武新宿駅方向）にあるガード下/エンディング,東京レイヴンズ,東京都新宿区歌舞伎町1丁目30,35.695765,139.699669
カネキとヒデとニシキでたい焼きを食べながら歩く/2話/渋谷・ハチ公前のくすり屋さん吉祥寺店,東京喰種トーキョーグール,東京都武蔵野市吉祥寺本町1-1-1,35.703517,139.579537
キリトとアスナが通う学校のモデル/都立田無工業高等学校,ソードアート・オンライン2,東京都西東京市向台町1-9-1,35.720075,139.548642
小野田坂道の聖地/秋葉原,弱虫ペダル,東京都千代田区神田佐久間町1-6-10,35.698592,139.774213
「弱虫ペダル」×「グッドスマイル×アニメイトカフェ」が実施/アニメイトカフェ秋葉原,弱虫ペダル,東京都千代田区外神田1-7-6 AKIBAカルチャーズZONE 5F,35.699544,139.770365
椎応大学/全話共通/中央大学正面,げんしけん,東京都八王子市東中野742-1,35.641386,139.405738
サークル棟の中庭,げんしけん,東京都八王子市東中野742-1,35.641386,139.405738
湘北高校/全話共通/武蔵野北高校,SLAM DUNK,東京都武蔵野市八幡町2丁目3−10,35.719806,139.557316
いろんなヲタグッズをみたいなら,豆魚雷　高円寺店,東京都杉並区高円寺南4-29-2宮下ビル2F ,35.703762,139.650645
浜田山美術大学/東京薬科大学,ハチミツとクローバー,東京都八王子市堀之内,35.62929,139.395515
哲学堂公園野球場/哲学堂公園,時をかける少女,東京都中野区松が丘1-34-28,35.722239,139.674026
和菓子屋「福吉」,ゆゆ式,東京都杉並区阿佐谷南1丁目13-17,35.700107,139.637555
北赤羽駅,とらドラ！,東京都北区浮間3,35.787304,139.700618
トーマと待ち合わせたカフェ/3話/タイムズ スパ・レスタ,AMNESIA(アムネシア),東京都豊島区東池袋4−25−9タイムズステーション池袋,35.728814,139.717546
鬼心母神/鬼子母神堂,AMNESIA(アムネシア),東京都豊島区雑司が谷3−15−20,35.721963,139.713772
秋葉原駅電気街口付近,ラブライブ！,東京都千代田区外神田1-10,,
いろは坂,耳をすませば,東京都多摩市桜ヶ丘1丁目 周辺,35.642373,139.445054
2話 アニメ音響製作会社,SHIROBAKO,東京都新宿区西新宿7-7-6トーワ西新宿ビル1F,35.696951,139.697372
コミックマーケット86(C86)/東京ビックサイト,コミックマーケット86(C86),東京都江東区有明3-11-1,35.629784,139.794132
東京都杉並区西荻窪のおまかせ定食/10話/BALTHAZAR,孤独のグルメ,東京都杉並区西荻南3丁目15−3ほびっと村2階,35.702318,139.599933
鍋島松濤公園,CHAOS;HEAD(カオス；ヘッド),東京都渋谷区松濤2-10-7,35.659755,139.691291
"BOOKS うまのほね/全話共通/コミックとらのあな秋葉原店Ｂ
",デンキ街の本屋さん,東京都千代田区外神田4-3-1 虎の穴ビル,35.700157,139.771363
荻窪駅南口b出口,輪る　ピンクドラム,東京都杉並区荻窪5-31 周辺,35.704298,139.616659
神宮球場/アニメ製作でモデルになっている,ダイヤのA,東京都新宿区霞ヶ丘町3−1,,
金比羅神社,耳をすませば,東京都多摩市桜ヶ丘1丁目53,35.64487,139.445779
コミックマーケット86(C86)/東京ビックサイト,コミックマーケット86(C86),東京都江東区有明3-11-1,35.629784,139.794132
武蔵小金井駅の1番ホーム/オープニング,黒子のバスケ,東京都小金井市本町6丁目,35.699679,139.505677
丸の内線西新宿駅2番出口,selector infected WIXOSS,東京都新宿区,35.694298,139.692778
コミックマーケット85,コミックマーケット85,東京都江東区有明3-21-1,34.130866,133.643241
背景に映る国産牛ロースの文字/オープニング/国産牛カルビ本舗 鷺宮店,ニセコイ,東京都中野区鷺宮6丁目28−31第2武蔵台ﾊｲﾂ1f,35.726521,139.629151
桐崎を追いかける一条/2話/明治神宮,ニセコイ,東京都渋谷区代々木神園町1−1,35.67499,139.699376
"BOOKS うまのほね/全話共通/コミックとらのあな秋葉原店Ｂ
",デンキ街の本屋さん,東京都千代田区外神田4-3-1 虎の穴ビル,35.700157,139.771363
北赤羽駅,とらドラ！,東京都北区浮間3,35.787304,139.700618
鬼心母神/鬼子母神堂,AMNESIA(アムネシア),東京都豊島区雑司が谷3−15−20,35.721963,139.713772
